연번,시도교육청명,행정표준코드,학교명,학교종류명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명
137,서울특별시교육청,7041172,당산서중학교,중학교,공립,7213,서울특별시 영등포구 당산로41길 12,(당산동5가/당산서중학교),02-2676-0962,http://dangsanseo.sen.ms.kr,남여공학,02-2632-5436,
138,서울특별시교육청,7041173,당산중학교,중학교,공립,7224,서울특별시 영등포구 버드나루로 160,(당산동),02-2177-9900,http://dangsan.ms.kr,남여공학,02-2177-9911,  
139,서울특별시교육청,7011507,대경생활과학고등학교,고등학교,사립,4592,서울특별시 중구 매봉18길 111,(신당동),02-2235-5155,http://daekyeong.sen.hs.kr,남여공학,02-2237-9142,특성화고
140,서울특별시교육청,7061096,대경중학교,중학교,사립,4592,서울특별시 중구 매봉18길 111,(신당동),02-2235-5158,https://dk.sen.ms.kr,남여공학,02-2236-9146,
141,서울특별시교육청,7010138,대광고등학교,고등학교,사립,2581,서울특별시 동대문구 안암로 6,/ 대광고등학교 (신설동),02-940-2202,http://www.dgh.hs.kr,남,02-926-3197,자율고
142,서울특별시교육청,7021124,대광중학교,중학교,사립,2581,서울특별시 동대문구 안암로 6,(신설동),02-940-2206,http://www.dgm.ms.kr,남여공학,02-925-2975,
143,서울특별시교육청,7121336,대광초등학교,초등학교,사립,2859,서울특별시 성북구 안암로 5,(보문동7가/대광초등학교),02-923-2032,http://www.daegwang.or.kr,남여공학,02-922-6195,
144,서울특별시교육청,7010833,대동세무고등학교,고등학교,사립,3057,서울특별시 종로구 계동길 84-10,(계동),02-763-1631,http://daedong.sen.hs.kr,남여공학,02-763-1632,특성화고
145,서울특별시교육청,7041174,대림중학교,중학교,공립,7442,서울특별시 영등포구 시흥대로185길 6,(대림동/대림중학교),02-845-2171,http://www.daerim.ms.kr,남여공학,02-845-8478,
146,서울특별시교육청,7091424,대명중학교,중학교,공립,6183,서울특별시 강남구 역삼로87길 26,(대치동/ 대명중학교),02-563-3701,http://www.daemyeong.ms.kr,남여공학,02-565-3404,
147,서울특별시교육청,7132134,대방중학교,중학교,공립,7064,서울특별시 동작구 여의대방로10길 24,(신대방동/ 대방중학교),02-831-2502,http://daebang.sen.ms.kr,남여공학,02-848-7340,  
148,서울특별시교육청,7010139,대성고등학교,고등학교,사립,3322,서울특별시 은평구 갈현로29길 51-24,/ 대성고등학교 (갈현동),02-6252-1000,http://dae-sung.sen.hs.kr,남,02-386-2536,일반고
149,서울특별시교육청,7031182,대성중학교,중학교,사립,3322,서울특별시 은평구 갈현로29길 51-24,/ 대성중학교 (갈현동),02-6252-1100,https://dsms.sen.ms.kr,남,02-386-2534,  
150,서울특별시교육청,7010140,대신고등학교,고등학교,사립,3029,서울특별시 종로구 사직로 9,(행촌동),02-736-0317,http://www.dae-shin.hs.kr/,남,02-736-0324,일반고
151,서울특별시교육청,7061097,대신중학교,중학교,사립,3029,서울특별시 종로구 사직로 9,(행촌동),02-736-0318,http://dae-shin.sen.ms.kr,남,070-8668-1995,  
152,서울특별시교육청,7010074,대영고등학교,고등학교,공립,7397,서울특별시 영등포구 도림로86길 16,(신길동/ 대영고등학교),02-847-2019,http://www.dy.hs.kr,남여공학,02-845-3496,자율고
153,서울특별시교육청,7041175,대영중학교,중학교,공립,7397,서울특별시 영등포구 도림로80가길 14,(신길동/대영중학교),02-848-7781,http://daeyoung.ms.kr,남여공학,02-831-5270,
154,서울특별시교육청,7091425,대왕중학교,중학교,공립,6362,서울특별시 강남구 광평로20길 7,(수서동/ 대왕중학교),02-2226-2646,http://www.daewang.ms.kr,남여공학,02-2226-2640,  
155,서울특별시교육청,7010141,대원고등학교,고등학교,사립,4939,서울특별시 광진구 용마산로22길 26,/ 대원고등학교 (중곡동),02-2204-1570,http://daewon.sen.hs.kr,남,82-2-2204-1577,일반고
156,서울특별시교육청,7134130,대원국제중학교,중학교,사립,4939,서울특별시 광진구 용마산로22길 26,/ 대원국제중학교 (중곡동),02-2204-1592,http://daewon.ms.kr,남여공학,02-2204-1583,  
157,서울특별시교육청,7010142,대원여자고등학교,고등학교,사립,4939,서울특별시 광진구 용마산로22길 26,(중곡동),02-2204-1620,http://www.dwg.hs.kr,여,02-2204-1623,일반고
158,서울특별시교육청,7010143,대원외국어고등학교,고등학교,사립,4939,서울특별시 광진구 용마산로22길 26,(중곡동),02-2204-1530,http://www.dwfl.hs.kr/,남여공학,02-2204-1537,특목고
159,서울특별시교육청,7010144,대일고등학교,고등학교,사립,7672,서울특별시 강서구 등촌로 105,(등촌동),070-4020-6400,https://daeil.sen.hs.kr/index.do,남,02-2644-1558,일반고
160,서울특별시교육청,7011186,대일관광고등학교,고등학교,사립,8051,서울특별시 양천구 신정이펜1로 11,/ 대일관광고등학교 (신정동/ 대일관광고등학교),070-4377-8871,http://daeil-tour.sen.hs.kr,여,02-2603-7361,특성화고
161,서울특별시교육청,7010145,대일외국어고등학교,고등학교,사립,2713,서울특별시 성북구 서경로 116,(정릉동/대일외국어고등학교),02-940-1000,www.daeil.or.kr,남여공학,02-940-0605,특목고
162,서울특별시교육청,7010146,대진고등학교,고등학교,사립,1807,서울특별시 노원구 공릉로62가길 47,/ 대진고등학교 (하계동),02-976-0067,http://www.dae-jin.hs.kr,남,02-971-6085,일반고
163,서울특별시교육청,7010740,대진디자인고등학교,고등학교,사립,6352,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교),02-2226-8418,http://www.daejindesign.hs.kr,남여공학,02-2226-4863,특성화고
164,서울특별시교육청,7010147,대진여자고등학교,고등학교,사립,1785,서울특별시 노원구 공릉로 438,/ 대진여자고등학교 (중계동),02-979-2327,http://www.daejinw.hs.kr,여,02-948-3951,일반고
165,서울특별시교육청,7091426,대청중학교,중학교,공립,6289,서울특별시 강남구 양재천로 321,(대치동/ 대청중학교),02-553-9830,http://daecheong.sen.ms.kr,남여공학,02-561-6224,
166,서울특별시교육청,7091427,대치중학교,중학교,공립,6299,서울특별시 강남구 남부순환로378길 39,(도곡동/대치중학교),02-572-9781,http://daechi.sen.ms.kr,남여공학,02-579-7315,  
167,서울특별시교육청,7031183,덕산중학교,중학교,공립,3433,서울특별시 은평구 가좌로 400,(신사동),02-3146-7200,http://www.duksan.ms.kr,남여공학,02-3146-7210,
168,서울특별시교육청,7010148,덕성여자고등학교,고등학교,사립,3061,서울특별시 종로구 율곡로3길 50,/ 덕성여자고등학교 (안국동),02-734-6871,http://duksung.sen.hs.kr,여,02-732-5569,일반고
169,서울특별시교육청,7061098,덕성여자중학교,중학교,사립,3062,서울특별시 종로구 율곡로3길 49,(송현동),02-733-4807,http://duksung.ms.kr,여,02-720-0972,  
170,서울특별시교육청,7010808,덕수고등학교,고등학교,공립,5846,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",02-6952-2801,https://duksoo.sen.hs.kr/,남여공학,02-449-9069,일반고
171,서울특별시교육청,7061099,덕수중학교,중학교,공립,4548,서울 중구 마른내로9길 10,(인현동2가/덕수중학교),02-2265-9063,http://www.ducksu.ms.kr,남여공학,02-2269-2742,  
172,서울특별시교육청,7010149,덕원여자고등학교,고등학교,사립,7640,서울특별시 강서구 강서로45길 91-44,(내발산동/덕원여자고등학교),02-2660-7800,http://deokwon.sen.hs.kr,여,02-2660-7812,일반고
173,서울특별시교육청,7010150,덕원예술고등학교,고등학교,사립,7640,서울특별시 강서구 강서로45길 91-44,/ 덕원예술고등학교 (내발산동),02-2660-7911,http://www.dwarts.hs.kr,남여공학,02-2660-7914,특목고
174,서울특별시교육청,7081516,덕원중학교,중학교,사립,7640,서울특별시 강서구 강서로45길 91-44,(내발산동/덕원중학교),02-2660-7955,http://deokwon.sen.ms.kr,남여공학,02-2660-7978,
175,서울특별시교육청,7010317,덕일전자공업고등학교,고등학교,사립,8357,서울특별시 구로구 서해안로21길 5-12,(오류동),02-2613-2762,http://di.sen.hs.kr,남여공학,02-2681-0528,특성화고
176,서울특별시교육청,7011469,덜위치칼리지서울영국학교,외국인학교,사립,6504,서울특별시 서초구 신반포로15길 6,(반포동),02-3015-8500,http://www.dulwich-seoul.kr,남여공학,02-501-9748,
177,서울특별시교육청,7091428,도곡중학교,중학교,공립,6273,서울특별시 강남구 언주로57길 31,(도곡동/도곡중학교),02-3462-5951,http://dogok.sen.ms.kr,남여공학,02-3461-7393,
178,서울특별시교육청,7051180,도봉중학교,중학교,공립,1329,서울특별시 도봉구 마들로 671,(도봉동/도봉중학교),02-954-4117,http://www.dobong.ms.kr,남여공학,02-955-9112,  
179,서울특별시교육청,7011318,도선고등학교,고등학교,공립,4701,서울특별시 성동구 마장로 156,(하왕십리동),02-2292-8175,http://dosun.sen.hs.kr,남여공학,02-2292-7556,일반고
180,서울특별시교육청,7010560,독산고등학교,고등학교,공립,8551,서울특별시 금천구 문성로 64,/ 독산고등학교 (독산동),02-857-6248,http://doksan.sen.hs.kr,남여공학,02-857-6247,일반고
181,서울특별시교육청,7041099,동광초등학교,초등학교,사립,8656,서울특별시 금천구 탑골로10길 45,/ 동광초등학교 (시흥동),02-891-0151,http://donggwang.sen.es.kr ,남여공학,02-891-0153,
182,서울특별시교육청,7121361,동구여자중학교,중학교,사립,2834,서울특별시 성북구 성북로8길 71,(성북동/동구여자중학교),02-762-1304,http://www.dong-gu.ms.kr,여,02-762-0308,  
183,서울특별시교육청,7011586,동국대학교사범대학부속가람고등학교,고등학교,사립,5038,서울특별시 광진구 광나루로36길 47,동국대학교사범대학부속가람고등학교,220491577,https://garam.sen.hs.kr,남여공학,220491588,일반고
184,서울특별시교육청,7134161,동국대학교사범대학부속가람중학교,중학교,사립,5038,서울특별시 광진구 광나루로36길 47,", 동국대학교사범대학부속가람중학교 (구의동)",02-6948-2280,https://garam.sen.ms.kr,남여공학,02-6948-2288,
185,서울특별시교육청,7010151,동국대학교사범대학부속고등학교,고등학교,사립,2520,서울특별시 동대문구 장안벚꽃로 201,(장안동/동국대학교사범대학부속고등학교),02-6913-1511,http://ddbk.sen.hs.kr,남,02-6913-1588,일반고
186,서울특별시교육청,7021125,동국대학교사범대학부속중학교,중학교,사립,2520,서울특별시 동대문구 장안벚꽃로 201,(장안동),02-6716-1700,http://dongguk.ms.kr,남,02-6716-1804,  
187,서울특별시교육청,7021126,동대문중학교,중학교,공립,2553,서울특별시 동대문구 사가정로 59,/ 동대문중학교 (전농동),02-3407-4231,http://dongdaemun.sen.ms.kr,남여공학,02-2212-1665,
188,서울특별시교육청,7010152,동덕여자고등학교,고등학교,사립,6700,서울특별시 서초구 효령로2길 123-5,/ 동덕여자고등학교 (방배동),02-586-5418,http://dongduk.sen.hs.kr,여,02-582-7306,일반고
189,서울특별시교육청,7091450,동덕여자중학교,중학교,사립,6700,서울특별시 서초구 효령로2길 123-5,(방배동/동덕여자중고등학교),02-586-5417,http://dongduk.sen.ms.kr,여,02-582-5428,
190,서울특별시교육청,7031184,동도중학교,중학교,사립,4140,서울특별시 마포구 백범로 139,동도중학교,02-716-5391,http://www.dong-do.ms.kr,남여공학,02-716-5392,  
191,서울특별시교육청,7134129,동마중학교,중학교,공립,4759,서울특별시 성동구 마조로11길 18,(마장동),02-2294-6085,http://www.dongma.ms.kr,남여공학,02-2298-0413,  
192,서울특별시교육청,7011490,동명생활경영고등학교,고등학교,사립,3390,서울특별시 은평구 통일로 793,(대조동),02-383-2628,http://dmgcab.sen.hs.kr/,여,02-389-5011,특성화고
193,서울특별시교육청,7010153,동명여자고등학교,고등학교,사립,3390,서울특별시 은평구 통일로 793,(대조동/동명여자고등학교),02-385-0652,http://dongmyung.sen.hs.kr,여,02-356-4706,일반고
194,서울특별시교육청,7031185,동명여자중학교,중학교,사립,3735,서울특별시 서대문구 독립문로 49,(천연동),02-363-5043,http://www.dongmyunggirls.ms.kr,여,02-363-5044,
195,서울특별시교육청,7010154,동북고등학교,고등학교,사립,5412,서울특별시 강동구 강동대로 305,(둔촌동),02-477-2280,http://dongbuk.hs.kr,남,02-488-8093,일반고
196,서울특별시교육청,7130172,동북중학교,중학교,사립,5412,서울특별시 강동구 강동대로 305,(둔촌동),02-477-2280,http://www.dongbuk.ms.kr,남,02-475-4985,
197,서울특별시교육청,7051109,동북초등학교,초등학교,사립,1375,서울특별시 도봉구 시루봉로 53,/ 동북초등학교 (쌍문동),02-993-1233,http://dongbuk.sen.es.kr,남여공학,02-996-8184,  
198,서울특별시교육청,7061054,동산초등학교,초등학교,사립,4592,서울특별시 중구 매봉18길 109,/ 동산초등학교 (신당동),02-2252-7654,http://seoul-dongsan.es.kr,남여공학,02-2252-6558,  
199,서울특별시교육청,7010155,동성고등학교,고등학교,사립,3083,서울특별시 종로구 대학로 156,(혜화동/동성중고교),02-3671-9100,http://www.dongsung.hs.kr,남,02-765-8239,자율고
200,서울특별시교육청,7061100,동성중학교,중학교,사립,3083,서울특별시 종로구 대학로 156,(혜화동),02-3671-9101,sds.sen.ms.kr,남,02-764-9855,
201,서울특별시교육청,7130173,동신중학교,중학교,사립,5339,서울특별시 강동구 진황도로 72,(천호동/ 동신중학교),02-3784-3938,http://dongshin.sen.ms.kr,남여공학,02-3784-3944,
202,서울특별시교육청,7010965,동양고등학교,고등학교,사립,7529,서울특별시 강서구 허준로 50,(가양동/동양고등학교),02-2657-0800,http://www.dongyang.hs.kr,남,02-3664-9463,일반고
203,서울특별시교육청,7132135,동양중학교,중학교,사립,6910,서울특별시 동작구 흑석로9길 94,/ 동양중학교 (흑석동),02-814-9651,https://dongyang.sen.ms.kr,남,02-823-6306,  
204,서울특별시교육청,7021127,동원중학교,중학교,공립,2062,서울특별시 중랑구 양원역로 32,(망우동/ 동원중학교),02-493-8129,http://www.tongwon.ms.kr,남여공학,02-493-0094,  
